Model time;nNonBTLHomeless;nBTLHomeless;nHomeless;nRenting;nNonOwner;nNonBTLOwnerOccupier;nBTLOwnerOccupier;nOwnerOccupier;nActiveBTL;nBTL;nNonBTLBankrupt;nBTLBankrupt;TotalPopulation;HousingStock;nEmptyHouses;BTLStockFraction;Sale HPI;Sale AnnualHPA;Sale AvBidPrice;Sale AvOfferPrice;Sale AvSalePrice;Sale AvMonthsOnMarket;Sale nBuyers;Sale nBTLBuyers;Sale nSellers;Sale nNewSellers;Sale nBTLSellers;Sale nSales;Sale nNonBTLBidsAboveExpAvSalePrice;Sale nBTLBidsAboveExpAvSalePrice;Sale nSalesToBTL;Sale nSalesToFTB;Rental HPI;Rental AnnualHPA;Rental AvBidPrice;Rental AvOfferPrice;Rental AvSalePrice;Rental AvMonthsOnMarket;Rental nBuyers;Rental nSellers;Rental nSales;Rental ExpAvFlowYield;nStockMortgages;nNewFTBMortgages;nNewFTBMortgagesToBTL;nNewHMMortgages;nNewBTLMortgages;newFTBCredit;newHMCredit;newBTLCredit;newTotalCredit;creditStock;interestRate;nonHousingConsumption;rentalCashOutflow;downpaymentCashOutflow;mortgagePrincipalPayment;mortgageInterestPayment;totalFinancialWealth;totalHousingNetWealth;totalHousingGrossWealth
1794;1523.25;149.5;1672.75;1893.25;3566;5240.75;398.25;5639;802.125;1349.875;1.25;0.5;10007.125;8556;221.625;0.24717499999999998;0.7912125;0.040582666249999996;59217.67875;351849.02625000005;179134.77250000002;6.3651875;403;149.5;266.125;36.375;25;39.875;544.75;839.375;8.875;10.5;1.1596250000000001;0.01864325125;568.7;940.09;546.9425000000001;1.1999874999999998;1535.125;334.25;112.625;0.0496625;3505.125;9.75;1.875;7.625;4.75;1233769.1075;961608.27875;350451.68125;2545829.065;275522135.57375;0.053833;23546724.307499997;1035873.5137499999;4585255.6775;1070690.93625;1247057.3275;983847853.7674999;1226632139.6812499;1502154275.255
1795;1525.75;149.875;1675.625;1892;3567.625;5238.75;398;5636.75;802.75;1350.625;1.25;0.5;10007.125;8556;224.5;0.24735;0.791875;0.036163574999999996;65970.9425;349149.32375;171803.10624999998;6.8704125;405.125;148.5;265.75;40;24.25;42.25;550.75;836.375;8;10.875;1.1540625;0.014883812500000001;569.175;941.765;551.20375;1.2050999999999998;1534.875;337.875;113.375;0.049600000000000005;3504.5;9.625;1.5;9;3.25;1123154.59375;1062268.9949999999;342071.61625;2527495.205;275707047.52750003;0.05445675;23530839.18;1035827.7987500001;4817707.00125;1086541.71375;1248462.9549999998;984141761.4775001;1229144769.915;1504851817.4412498
1796;1526.25;149.375;1675.625;1892.625;3568.25;5238.625;398.125;5636.75;803.25;1350.75;1.25;0.625;10008.25;8556;223.375;0.24731250000000002;0.7954874999999999;0.03569844;58452.67;350376.24374999997;177033.55875;6.8155625;414.125;150.125;261.5;38.125;23.5;39.5;549.25;837.625;7.5;11.125;1.1500124999999999;0.010592325;568.875;942.1650000000001;552.86;1.8360625;1529;335.875;112.5;0.049462500000000006;3508.375;9.625;2;8.125;4.5;1110723.8087499999;1072413.20625;417613.29500000004;2600750.3075;276281682.1025;0.05443250000000001;23543925.9525;1034435.7875000001;4460095.18875;1069567.9662499998;1249093.86375;984813510.91125;1233291631.1462502;1509573313.245
1797;1524.625;148.75;1673.375;1891.75;3565.125;5241;398;5639;802.875;1349.625;0.75;0.5;10007;8556;222.375;0.24708750000000002;0.7926875;0.035093112499999995;56145.06124999999;347517.47875;181158.44375;6.664162500000001;409.375;147.75;264.875;43.125;24;42.75;548;835.125;8;11.375;1.1525875;0.0050198625;568.385;939.6587499999999;547.80125;1.4757875;1532.625;336;113.625;0.049375;3512.25;9.875;1.875;9.375;4;1275890.4812500002;1199130.57;381665.44875;2856686.50125;276929765.32125;0.054529749999999995;23541948.38875;1034189.55;5012085.7225;1060939.7275;1251629.4400000002;985385216.4312499;1232780592.1087499;1509710357.4299998
1798;1527.875;149.375;1677.25;1891.375;3568.625;5238.375;397.25;5635.625;803.25;1349.875;0.75;0.5;10007.5;8556;225.75;0.24743749999999998;0.8023375;0.0350522375;59357.5075;352752.55500000005;159604.84875000003;4.5251625;407.625;148;259.625;37.875;22.75;36.875;546.625;835.25;7.875;7.625;1.1456374999999999;0.0008900374999999991;569.14125;948.9975;560.02;1.6069375000000001;1531.5;336.375;110.625;0.0492;3511.5;6.625;1;5.625;3.5;670730.95875;648103.43;362344.17624999996;1681178.56375;276591682.32125;0.054870125;23513420.258750003;1036586.55;4139625.55125;1067410.5437500002;1254652.5025;984646317.30125;1242223684.80125;1518815367.1225
1799;1529.375;149;1678.375;1889.75;3568.125;5240;398.125;5638.125;802;1349.125;0.75;0.625;10008.25;8556;226.125;0.2472875;0.7996;0.0343663;57710.104999999996;345708.4025;165739.3875;6.378375;406.625;145.125;261.625;39.75;23.5;38.625;541.125;834.125;5.875;11.875;1.1528625;-0.0007629625000000004;567.445;953.5637499999999;556.92125;1.2428499999999998;1527.75;332.25;106.125;0.04915;3509.5;10.25;1.75;7.5;2.25;1112852.3762500002;943829.165;235524.62250000006;2292206.165;276621931.77375;0.053307875;23508363.153750002;1036023.5700000001;4254055.319999999;1065777.05375;1253022.2150000003;984655069;1243973780.94625;1520595712.71875
1800;1532.625;148.5;1681.125;1888.375;3569.5;5239.25;397.625;5636.875;803;1349.125;0.875;0.75;10009.375;8556;227.75;0.2473375;0.793725;0.029983469125000002;58360.095;347923.44625;173130.71375;6.9774625;405.875;148.375;262.125;39.375;25.125;40;543.75;836.75;8.5;10.375;1.14385;-0.0038406187499999997;567.6325;949.23;546.6675;1.3870625;1534;334.375;106.625;0.04906250000000001;3509.875;8.875;1.25;7.125;4.5;1020499.085;810818.8175;483283.41;2314601.315;276720620.93;0.05412;23517880.375000004;1035695.46;4583383.80875;1089686.1700000002;1253386.39;984765183.5350001;1239387236.9837499;1516107857.91625
1801;1527.625;148.875;1676.5;1888.125;3564.625;5242.75;397.5;5640.25;802.625;1349;1;0.625;10007.5;8556;225;0.24696249999999997;0.7932625;0.020825375;57830.56375;344228.97;173795.61375000002;6.3265;406.75;147.25;265.25;43.75;25;40.625;550.25;832.125;7.875;9.5;1.1408875;-0.0058793625;567.6387500000001;934.395;542.33875;1.3905375;1544.875;343.75;118.75;0.048937499999999995;3509.25;8.875;1.625;7.75;3.125;937999.29375;986400.3562500001;256374.37625;2180774.025;276676333.77375;0.054149625;23511216.2775;1031488.83625;4746911.0125;1072751.9875;1253274.9737500001;984501125.5737501;1236791727.6362503;1513468061.4075003
1802;1527.375;149;1676.375;1888.375;3564.75;5242.125;397.5;5639.625;802.125;1348.625;0.875;0.625;10006.5;8556;225.875;0.2471125;0.7920375000000001;0.014241024999999997;57884.71625;341889.30374999996;168602.43625;6.9220125;401.125;146.875;259.125;35.5;23.625;40;545.25;832.5;7;10.125;1.1439625;-0.008839637499999999;567.7862499999999;947.91125;553.66;1.37275;1535;334;108.125;0.048875;3508.5;8.75;1.375;8;3.875;941832.70125;1090200.01875;292686.13;2324718.85375;276646587.17375;0.05397174999999999;23482997.495;1035615.4162499999;4535115.6425;1073122.1700000002;1253363.01125;984500161.04;1234208266.4275;1510854853.6012502
1803;1525.625;148.625;1674.25;1888.125;3562.375;5243.5;397.625;5641.125;801.5;1347.75;0.625;0.625;10005;8556;225.25;0.247025;0.801875;0.0151806375;56507.92249999999;332957.3925;161535.75749999998;5.5360375;405.5;148.25;260.75;42.125;23.625;42.625;551.75;833.375;7.625;12.625;1.1418125;-0.00737680875;568.335;934.4975;550.42375;1.552525;1544.5;346;120.75;0.048737499999999996;3511;11.5;2.125;6.75;3.75;1208349.9625;852873.2787499998;372987.455;2434210.69875;276967195.70125;0.054162999999999996;23487542.07125;1033266.135;4619664.9425;1071660.515;1252667.92875;984553993.5825;1241669818.3725;1518637014.07375
1804;1524.5;150.5;1675;1888.75;3563.75;5242.625;396.625;5639.25;802.375;1349.5;0.875;0.75;10005.375;8556;225.625;0.2471125;0.799225;0.0180826375;56040.37125;341854.82625;173571.60125;8.114650000000001;401.875;149;254.125;36.25;23.75;37.375;544.75;831.125;9.375;7.75;1.1457499999999998;-0.007926825;567.47375;944.2637500000001;550.04875;1.5166375;1536.375;336.875;111.25;0.04865;3507;6.75;1.125;6.375;4;772877.65625;795033.5900000001;473749.63625;2041660.8825;276673186.295;0.054308625000000006;23480225.16125;1034496.4225;4466003.9425;1069740.34125;1254412.6412499999;984549387.3312501;1243400609.6462502;1520073795.94125
1805;1526.375;149.875;1676.25;1888.125;3564.375;5241.75;397.25;5639;802.625;1349.75;0.875;0.625;10006;8556;226.25;0.2471125;0.8020249999999999;0.017854775;59282.2775;339890.27;170289.83875;8.8063875;408.75;146.875;253.375;37.25;23.625;39;548.625;830.375;7.125;11.75;1.1486750000000001;-0.00626848375;568.7499999999999;948.0762500000001;562.0875;1.3380875;1529.375;337;110.75;0.048537500000000004;3510.625;10.5;2.625;8.875;3.375;1059192.5075000003;1114523.99625;320786.09875;2494502.6025000005;276928224.96750003;0.053786625000000005;23494625.893750004;1035355.0100000001;4131857.52875;1059467.3262500002;1253048.5325;984867521.8375;1246529029.98125;1523457254.95
1806;1528.125;150.125;1678.25;1884.875;3563.125;5244.375;397.875;5642.25;801.875;1349.875;0.875;0.625;10007.25;8556;227;0.246825;0.8060375000000001;0.0165195;54789.691249999996;341852.36375;177135.82249999998;7.491875;413.5;148.25;252.375;38.5;24.25;40.125;546.625;830.5;6.75;13.125;1.1444750000000001;-0.00926399875;567.7075;952.9175;559.725;1.5912749999999998;1528.875;337.125;110.125;0.0483875;3510.875;11.625;2.625;7.75;4;1326690.6087500001;889434.7262500001;540341.2725;2756466.6075;277286445.48499995;0.054388875;23475012.006249998;1033499.04125;4395877.9075;1104829.5712499998;1254112.1137499998;985364601.10125;1251575076.0774999;1528861521.56125
1807;1526.5;151.125;1677.625;1883.5;3561.125;5245.5;399.125;5644.625;801.375;1351.625;1;0.5;10007.125;8556;226.5;0.24661249999999998;0.7929375000000001;0.014120850000000002;55204.76625;340870.37875000003;174110.3075;6.508712499999999;411.625;149.125;253.875;42.25;25.25;38.75;547.625;826.5;6.75;10.875;1.1526375;-0.0056379;567.555;948.1175;551.52125;1.1575875;1533.75;337.75;111.25;0.048362499999999996;3512.875;10.375;2.5;8.375;3.75;1229592.3900000001;972878.2975;463320.8575;2665791.5462499997;277579543.9325;0.054736999999999994;23448747.7225;1032627.13375;4073484.08;1095152.32125;1255261.99875;985683980.93125;1242212342.3087502;1519791886.2424998
1808;1528.125;151;1679.125;1880.375;3559.5;5247.375;399.125;5646.5;800.875;1351;0.75;0.5;10006.875;8556;228.25;0.24644999999999997;0.7915625;0.00902625;63089.62500000001;343312.465;183434.22375;7.5864875000000005;412.625;148.5;255.125;41.125;25.125;40.125;543.5;828.125;7;11.5;1.1543;-0.0035533999999999995;566.77625;947.02;533.845;1.4116875000000002;1529.25;336.25;108;0.048412500000000004;3513.125;9.75;1.75;9;3.875;1187654.1887499997;1154460.555;547770.1775;2889884.9200000004;277926465.67625004;0.05461675;23454626.77625;1031138.2725;4555860.4225;1082174.50625;1256795.48;986344235.2400001;1235379078.60875;1513305544.2849998
1809;1525.625;152.375;1678;1883.125;3561.125;5247.75;397.875;5645.625;801.125;1351.375;0.75;0.5;10007.875;8556;226.125;0.24652499999999997;0.8019499999999999;0.007987;58150.81125;342192.6675;175018.13874999998;4.5055625;408.375;151.125;256;41.5;25.5;40.625;547.375;828.5;8.125;10.875;1.1518374999999998;0.0005709125000000002;567.43125;950.6525;551.0175;1.5015875;1535.375;335.375;109.25;0.0484375;3511.25;9.5;1;6.625;3.375;972131.5212500001;854614.1025;349669.33;2176414.95375;277711944.8775;0.054914375;23486457.195;1029768.7775;4981322.975;1073812.22125;1258965.03125;986002547.40875;1242103276.37;1519815221.2462502
1810;1527.625;152.375;1680;1881.625;3561.625;5246.625;398.5;5645.125;800.375;1351.25;0.75;0.5;10007.125;8556;228.875;0.246675;0.8054125000000001;0.0087012625;56290.681249999994;340993.18625;169974.72249999997;6.3074625;407.125;151;256.875;41.75;27.125;41;541.5;831.375;8.125;10.5;1.151775;0.00271805125;566.79375;953.2112500000001;540.425;1.3365999999999998;1535;335.625;106.75;0.0484125;3509.75;8.875;2.25;6.5;4.625;816214.4950000001;809616.5599999999;406266.475;2032097.52875;277544247.0525;0.053966125000000004;23468194.62125;1030656.62375;4895569.32375;1085423.1212499999;1258047.9600000002;986169876.71125;1248999272.055;1526543519.1074998
1811;1531.25;152.5;1683.75;1883.125;3566.875;5241.375;398.625;5640;801.5;1352.625;0.875;0.5;10008.375;8556;231.375;0.2471125;0.8045875;0.012625796250000001;65228.5125;346922.57;182558.935;6.944075;407.375;153;254.25;38.875;27.75;37.75;542.375;828.375;8.5;9.5;1.1487250000000002;0.00029419999999999983;567.2925;945.91;540.8999999999999;1.7684250000000001;1544.625;345.875;114.5;0.04835;3509.75;8.875;2.25;6.375;5;1093899.4125;744487.7100000001;655516.1224999999;2493903.2425;277745229.68874997;0.053774625000000006;23487165.7925;1031711.86375;4403086.10625;1076000.83625;1257418.6324999998;986212008.91625;1251501482.315;1529246712.005
1812;1527.25;152.125;1679.375;1882.5;3561.875;5243;401.125;5644.125;800;1353.25;1;0.5;10006;8556;229.375;0.246825;0.809875;0.016889550000000003;50862.89624999999;339066.75375000003;166750.21624999997;3.8654125;413.875;148.5;263;46.875;28.375;41.625;549.625;827.875;7;11;1.14615;0.0012307484999999996;568.11;952.99875;548.27375;1.524275;1535.625;341.75;112.375;0.0482;3514;9.75;2.75;10;3.75;940148.98875;1168479.50875;421227.11124999996;2529855.6075;278124163.01125;0.054388124999999996;23492698.341250002;1028436.62125;4381881.02875;1070424.84875;1258169.315;986722905.3124999;1257740136.575;1535864299.58625
1813;1527.625;151.375;1679;1884.25;3563.25;5241.375;402.25;5643.625;799.75;1353.375;1.125;0.5;10006.625;8556;228.375;0.246925;0.8094875;0.023292562500000003;62300.62625;340901.46125000005;176293.015;7.6024125;410.25;154.375;260.25;39.25;28.5;37.375;541.125;827.25;6.875;9.875;1.1599875000000002;0.0050416375000000005;568.40125;958.7450000000001;550.28;1.1278;1536.5;337.25;108.875;0.04815;3515.5;9.125;2.375;7.75;3.875;1068919.3975;1045457.7850000001;402442.45875;2516819.64125;278516450.42625;0.054435875;23490265.68125;1031884.1124999999;4098217.2787500005;1075050.2275;1260184.2575;986831947.40375;1260251483.7087502;1538767934.135
1814;1526.75;151.875;1678.625;1883.375;3562;5243;403.25;5646.25;799.5;1354.625;1.125;0.5;10007.75;8556;226.875;0.24664999999999998;0.8181875;0.03222469875;53112.535;342585.235;174807.65375;5.449675;409.5;152.75;267.875;45.25;28.25;40.75;544.625;828.5;7.75;11.5;1.1500125;0.008071774999999998;569.3812499999999;964.2637499999998;561.5274999999999;1.5225124999999997;1538;335;108.125;0.04799999999999999;3515.875;10.375;2.5;7;4.875;1033290.95875;914615.0074999998;521701.17375;2469607.14125;278761254.06125003;0.054418499999999995;23471150.14875;1029877.48875;4771559.1587499995;1075696.97875;1261563.3587500001;987073967.1912501;1269980376.2675;1548741630.32875
1815;1528.125;151.5;1679.625;1880.375;3560;5244.25;404.5;5648.75;798.875;1354.875;1.5;0.375;10007.625;8556;228;0.24641249999999998;0.8146624999999998;0.029616750000000004;52501.99875;331710.5575;159888.895;3.7828;404.125;151.125;271;44.125;28.875;42.125;535.875;825.625;7.75;11.125;1.1566375;0.011693112500000002;567.8925;955.3162500000001;543.1999999999999;1.5407125000000002;1546.625;340.5;112.5;0.047975000000000004;3519.5;9.75;2.75;9.5;3.125;1113292.31375;1016893.415;285654.76125000004;2415840.49;279019670.93125;0.054355625;23479634.028750002;1028935.96375;4496122.758749999;1062849.96875;1263013.4024999999;987227228.2375001;1270976801.6349998;1549996472.56875
1816;1526.25;151.875;1678.125;1877.125;3555.25;5248.25;405.125;5653.375;797.75;1354.75;1.625;0.625;10006.375;8556;227.75;0.246025;0.8190875;0.029753749999999995;51326.121250000004;333274.28374999994;164402.81999999998;4.9381625;399.625;153;276;47.375;31;41.375;533.75;827.375;7.625;10.5;1.145575;0.0060498375;568.64375;948.14875;550.53625;1.6664499999999998;1558.625;346.5;118.75;0.0478625;3519.375;8.875;1.25;8.625;4.125;942690.6900000001;1041039.79375;527974.59;2511705.07;279265320.6025;0.05428424999999999;23526226.0475;1026686.6412499999;4481608.7162500005;1074994.98625;1264031.13375;987433434.325;1275274184.4737499;1554539505.0762498
1817;1529.5;151.75;1681.25;1877.5;3558.75;5245.75;405.5;5651.25;797.25;1354.5;1.375;0.5;10007.25;8556;230;0.24632500000000002;0.8138124999999999;0.02433825;57215.0125;342177.36000000004;173161.12;5.081637499999999;400.875;153.125;271.625;37.625;30.625;35.5;529.375;825.625;7.875;8.5;1.155475;0.0062981;568.95375;963.9375;566.9075;1.6353000000000002;1546.875;340.5;110.5;0.0477625;3517.625;7.375;1.125;8;3.5;858643.2537500001;989600.24375;389270.50500000006;2237514.00375;279341549.72249997;0.054411749999999995;23539457.474999998;1029260.1312500001;4077338.1675;1079414.4112500001;1265346.82875;987482460.9212499;1272711342.6575;1552052892.38125
1818;1531.5;152.25;1683.75;1877;3560.75;5244.625;404.5;5649.125;797.375;1354.125;1.625;0.5;10007.25;8556;232.5;0.24655000000000002;0.8027625;0.016974;55380.762500000004;341868.2725;173428.91499999998;4.4331249999999995;396.5;150.25;274.5;38.75;30.625;34.125;535.375;824.125;7.25;8.875;1.1522374999999998;0.004349716250000001;568.32;957.0875;547.02125;1.6666500000000002;1554.25;345.125;112.625;0.0477625;3514;7.125;1.125;6;3.375;840349.185;739255.59;353043.57749999996;1932648.35125;279010552.66375;0.05404725;23541685.622500002;1026766.3975;4189337.86125;1070632.01875;1265489.47375;987390437.09625;1261422057.3225002;1540432609.9875
1819;1535.875;151.625;1687.5;1876.625;3564.125;5240.875;405.375;5646.25;797.375;1354.375;1.875;0.625;10007.75;8556;235.75;0.2469;0.8135875000000001;0.015310712499999997;49473.770000000004;346054.3025;178437.98249999998;9.429937500000001;398.375;151.75;279.375;39.25;32.25;33;537.625;826.875;7.375;9.25;1.1500124999999999;0.0037249874999999997;568.1125;961.0787500000001;541.6812500000001;1.3119375000000002;1550.125;344.125;108.375;0.04775;3514.75;8.125;1.375;7;4.75;875698.1837500001;860597.8137500001;473413.35250000004;2209709.3525;279156820.49375004;0.05364225;23515083.21875;1027506.60375;3747120.0575;1068067.79375;1264439.98875;987506824.97875;1265158390.07375;1544315210.56625
1820;1536.25;152.5;1688.75;1877.375;3566.125;5238.625;405.25;5643.875;796.875;1354.625;2;0.75;10006.875;8556;237.875;0.24723750000000003;0.8127750000000001;0.0179251;52813.948749999996;339705.47125;166102.02375;7.7047625;403;152.375;287;40.875;33.25;36.875;542.375;825.25;7.875;9;1.1454499999999999;-0.0007109750000000008;568.745;966.77;552.6162499999999;1.645775;1549.75;346;108.125;0.04769999999999999;3510.625;7.75;1.25;6.75;3.625;862194.95;821788.3612500001;363549.78124999994;2047533.095;279113554.48375;0.05401037499999999;23486447.655;1026814.1962499999;4205996.39;1110469.46875;1265013.5175;987496421.44125;1266616244.4625;1545729798.94625
1821;1536.375;151.625;1688;1878.75;3566.75;5237.375;404;5641.375;797.625;1353.25;1.875;0.625;10005.75;8556;238.25;0.247425;0.81785;0.02517075;57155.832500000004;343872.30375;170494.54624999998;6.112237500000001;403.875;155.25;289.25;39.5;34;37.875;546.5;826.875;9.375;9.75;1.14815;-0.0041672375000000005;569.08625;958.3574999999998;556.3475;1.4761125;1557.75;352.75;114.5;0.0476125;3509.125;9;1.75;5.125;5.125;1024778.3537499999;682834.14875;438144.06500000006;2145756.56875;278924269.81375;0.05379475;23500568.778750002;1025396.21375;4582313.56375;1071679.3575;1264784.9462499998;987362191.0350001;1272341952.7150002;1551266222.52875
1822;1534.875;151.75;1686.625;1882.125;3568.75;5236.25;402.875;5639.125;799;1353.625;2.125;0.625;10006.875;8556;235.75;0.24751250000000002;0.8188875000000001;0.0232285;46525.228749999995;346702.915;165430.385;5.3771375;396.125;150;285.375;34.25;34.375;32.5;545.25;821;6.875;9.5;1.14365;-0.005844737500000001;568.75375;954.8775;547.84875;1.794925;1558;349.625;113.875;0.0475375;3508.375;7.75;1.75;6.125;3.625;720473.4800000001;748735.9225;314237.75375;1783447.1587500002;278759691.39500004;0.0539255;23519488.192500003;1027007.1837500001;3602683.8300000005;1070002.3125;1264026.1424999998;987264265.3987501;1275349868.2587502;1554109559.6525002
1823;1534.25;152.375;1686.625;1884.625;3571.25;5234.625;402;5636.625;798.75;1353.125;2.25;0.75;10006.625;8556;236;0.24785;0.8188000000000001;0.019699124999999998;51709.122500000005;351454.77374999993;172688.3075;7.0714250000000005;400.75;152.25;292;39.375;35.75;33.5;543.5;819.875;7.125;8.25;1.1465125;-0.003975820000000001;568.6274999999999;955.4274999999999;549.67625;1.3868375000000004;1555.75;349.75;113.75;0.047474999999999996;3505.875;6.25;1;6.875;4.125;541663.22875;877431.3387500001;389170.11250000005;1808264.6837500003;278495134.57625;0.053443874999999995;23525178.3625;1028736.35625;3917165.0675000004;1085952.66;1263342.2287499998;986876696.4437501;1277495779.275;1555990913.85375
1824;1536.875;152.125;1689;1885.625;3574.625;5232.125;402.625;5634.75;798.75;1353.5;2;0.875;10008.125;8556;236.875;0.24808749999999996;0.8127875;0.0128579625;58587.88249999999;352825.89249999996;169119.0225;5.179712499999999;401.25;151.25;294.125;36;36.5;34.375;546.375;820;7.25;10;1.1444750000000001;-0.00340333875;569.4725;968.4125;564.28625;1.7944500000000003;1548.5;344.125;107.25;0.047412499999999996;3502.75;8.375;1.75;6;3;891984.1737499998;764167.0275000001;309187.29375;1965338.4975;278176663.90500003;0.05347687500000001;23546234.502500005;1030485.9237500001;3903129.2;1087383.0975000001;1261929.75125;986743209.4862499;1273710576.645;1551887240.5487502
1825;1535.25;151.875;1687.125;1886.375;3573.5;5233;401.5;5634.5;799.125;1352.5;2.125;0.625;10007.125;8556;236;0.24805;0.8086250000000001;0.006643312499999997;52169.97;343187.27875000006;170748.7525;5.7950875;397;148.25;302.125;42.625;37.25;36.625;546.375;821.375;7.375;9.625;1.1456125;-0.0051521125;568.32;953.0425000000002;548.51;1.5711750000000002;1557.75;350.25;114.25;0.0474;3501.25;7.5;1.5;7.125;3.75;835277.47;957771.24375;359283.56125;2152332.28125;278133971.66749996;0.053685874999999994;23573929.2025;1029715.31125;4456191.7975;1085385.53375;1260239.7225;986820133.5175;1267712210.66875;1545846182.3375003
1826;1534.375;151.25;1685.625;1888;3573.625;5231.125;401.5;5632.625;800.125;1352.875;2.125;0.875;10006.375;8556;235.25;0.2481875;0.8236875;0.002118924999999997;53855.50875000001;349725.9824999999;167971.28;5.9016;397.375;149.875;302.375;37;37.875;35.5;546.875;819.5;7;10.5;1.1474250000000001;-0.0052499999999999995;568.1324999999999;948.905;542.145;1.3684000000000003;1557.125;350.875;115.625;0.04741250000000001;3500.125;9.25;2.5;7.125;4.375;1110425.34375;885677.8637499999;384136.60625;2380239.8125;278273176.63625;0.053933875;23529308.2475;1031979.925;3676095.2337499997;1089916.62375;1260052.405;986895325.8312502;1278543798.5749998;1556816975.2125
1827;1537;151.25;1688.25;1888.5;3576.75;5228.875;401.375;5630.25;800.375;1353;2;0.875;10007.375;8556;236.875;0.2484125;0.8242;0.005110914999999998;52462.88;348974.4575;165370.06625;7.666687499999999;401.875;153.375;305.25;38.75;38.125;36.75;541;819.5;8.25;9.875;1.1351499999999999;-0.01090427;568.36375;955.69875;548.42875;1.8649875000000002;1552.5;347;110.125;0.04731250000000001;3496.625;8.375;2.25;6;3.875;815556.425;842397.26125;423572.1812499999;2081525.8712499999;278245886.735;0.054237;23549005.520000003;1033074.0275;4185818.0175;1088697.8912499999;1260552.6775;986934380.3912501;1284240345.9425;1562486232.67625
1828;1536.375;151.625;1688;1890.125;3578.125;5229;399.625;5628.625;801.25;1352.5;2.75;0.875;10008;8556;236;0.2485;0.8156625000000001;0.004124825000000001;51022.153750000005;346271.17624999996;168005.4;4.8849125;396.625;149.75;308;39.75;39.125;38.625;547.25;820.875;8.125;9.5;1.1348125;-0.0099625125;568.49625;956.3787500000001;552.1800000000001;1.8583;1556.125;347;111;0.0472625;3496;7.5;1.375;7.375;4.375;798922.25375;933992.0075;376860.28375;2109774.545;278143788.45;0.05384;23536420.519999996;1032081.8512500001;4463098.342499999;1097540.82375;1260416.68125;987303962.0325;1279813363.94625;1557957152.4
1829;1533.25;151.625;1684.875;1893.375;3578.25;5226;400.375;5626.375;801.625;1353.625;2.875;0.75;10006.25;8556;234.625;0.24870000000000003;0.8293124999999999;0.0076145;50065.58125;348573.06;170108.7625;4.9081625;396.125;148.125;310;41.125;40.375;38.125;549.125;822.125;7.625;11.5;1.1449375;-0.01233734625;568.7287500000001;952.40875;561.81375;1.2803375;1559.625;352.125;117.5;0.047224999999999996;3494.75;9.625;2.25;6.75;4;1108518.6575;801972.1475;388822.57249999995;2299313.3762499997;278099395.79125;0.0538775;23498301.147499997;1033816.6037499999;4451084.1450000005;1096147.4487500002;1260366.5175;987530394.5925;1290195757.1112502;1568295152.90375
1830;1532.75;152.25;1685;1895.625;3580.625;5223.5;399.75;5623.25;802.125;1354.125;2.875;0.75;10006;8556;235;0.24902500000000002;0.8305874999999999;0.013741012499999995;57219.45375;351099.85375;169577.83999999997;5.9070124999999996;402;153.25;314.25;42.875;41.25;35.625;541.75;819.5;7.75;8;1.1438125;-0.008614543749999998;567.2524999999999;947.7025000000001;538.92125;1.4696375;1551.875;347.75;112.75;0.047175;3492;7;1.75;7.5;4;864138.795;906387.19875;365318.2575;2135844.25125;278044093.9875;0.054129625;23541506.119999997;1036237.5274999999;4199818.28625;1073893.4112500001;1259547.58625;987414332.8225;1296259315.0912502;1574303409.08
1831;1532.25;153.125;1685.375;1899.125;3584.5;5220;399.25;5619.25;803.25;1355.625;3.125;1;10007;8556;234.375;0.24935000000000002;0.830625;0.0209715625;48743.24125;356889.55874999997;169606.65125000002;3.3116375;401.375;149.25;313.875;36;40.75;33.75;543.25;821.875;6.75;8.375;1.14415;-0.007205024999999999;567.5925;948.23;541.8025;1.4972875;1549.625;347.75;113.375;0.0471625;3490.75;7;2.25;6.625;3.375;769882.12375;864707.4537500001;336898.27125;1971487.8475;277805737.48125;0.053912249999999995;23543475.485;1036940.7074999999;4080556.2575000003;1097954.1575;1260004.20875;987500017.075;1299545758.4187498;1577351495.9012501
1832;1533.875;153.25;1687.125;1901;3588.125;5215.75;398;5613.75;804.125;1355.375;3.375;1;10006;8556;237.125;0.24989999999999998;0.834575;0.02364275;55942.74875;362178.29125;168703.87999999998;5.7826;402.125;152.125;316.25;36.375;40.625;33.75;536;820.25;7.75;8.25;1.1470875;-0.003748525;567.6424999999999;958.04125;541.545;1.569275;1542.75;342.375;105.25;0.04715;3486;6.75;1;4.875;4.25;574271.8262499999;615511.48375;455502.17124999996;1645285.4825;277204742.47999996;0.053694;23557263.41375;1037363.93875;4081493.496250001;1098349.12625;1258638.5225;986866860.1700002;1305550793.8875;1582755536.36875
1833;1533.25;153.375;1686.625;1904.125;3590.75;5213;398.25;5611.25;804.625;1356.25;3.25;0.875;10006.625;8556;236;0.2501375;0.8432249999999999;0.023430100000000002;52635.75;356880.19499999995;160791.90375;4.916962500000001;404.75;151;318.75;36.875;41.625;36;546.5;823.375;8.625;8.5;1.1427625;-0.0028736375000000002;569.0725;949.89875;555.88;1.4723;1550.375;351.625;115.625;0.047025;3485;7.375;2;7.375;5;788899.88625;876358.2025;542917.415;2208175.49875;277207731.95500004;0.053260249999999995;23539801.821250003;1038647.9237499998;3831380.0775;1082189.535;1256039.8275;986507808.16875;1316103955.3475;1593311687.3050003
