Model time;nNonBTLHomeless;nBTLHomeless;nHomeless;nRenting;nNonOwner;nNonBTLOwnerOccupier;nBTLOwnerOccupier;nOwnerOccupier;nActiveBTL;nBTL;nNonBTLBankrupt;nBTLBankrupt;TotalPopulation;HousingStock;nEmptyHouses;BTLStockFraction;Sale HPI;Sale AnnualHPA;Sale AvBidPrice;Sale AvOfferPrice;Sale AvSalePrice;Sale AvMonthsOnMarket;Sale nBuyers;Sale nBTLBuyers;Sale nSellers;Sale nNewSellers;Sale nBTLSellers;Sale nSales;Sale nNonBTLBidsAboveExpAvSalePrice;Sale nBTLBidsAboveExpAvSalePrice;Sale nSalesToBTL;Sale nSalesToFTB;Rental HPI;Rental AnnualHPA;Rental AvBidPrice;Rental AvOfferPrice;Rental AvSalePrice;Rental AvMonthsOnMarket;Rental nBuyers;Rental nSellers;Rental nSales;Rental ExpAvFlowYield;nStockMortgages;nNewFTBMortgages;nNewFTBMortgagesToBTL;nNewHMMortgages;nNewBTLMortgages;newFTBCredit;newHMCredit;newBTLCredit;newTotalCredit;creditStock;interestRate;nonHousingConsumption;rentalCashOutflow;downpaymentCashOutflow;mortgagePrincipalPayment;mortgageInterestPayment;totalFinancialWealth;totalHousingNetWealth;totalHousingGrossWealth
0;1583.75;220.75;1804.5;1544.625;3349.125;5491;591.875;6082.875;567;1379.625;0;0;9999;8555;360.5;0.22268749999999998;0.9978124999999999;-0.00072285625;205380.35874999998;232359.04249999998;199444.50125;0;1671.125;516.625;2441.75;2441.75;3;1235.625;2381.25;456.375;321.375;914.25;1.021025;0.007012075;609.65125;705.0849999999999;529.07625;0;3096.125;1905.125;1544.625;0.047700000000000006;822.25;560.25;289.25;0;262;61156241.0725;0;43286238.85625;104442479.93125;104442479.93125;0.035;23365512.7225;0;142113135.38500002;0;0;709374502.6374999;1797971084.6175;1902413564.54875
1;1587.5;218.375;1805.875;1520;3325.875;5515.875;594.5;6110.375;567.25;1380.125;0;1.375;10003.5;8556;358.375;0.21953749999999997;0.9725250000000001;-0.0098770625;27105.0625;264119.00250000006;129941.62125000001;0.8037875000000001;464.125;195.25;1236.25;31.25;2;41.75;751.125;172.5;3.25;31.375;0.9848625000000001;0.001968675;609.9712499999999;1427.7400000000002;542.535;0.1805875;1549.625;372;13.625;0.045774999999999996;832.75;9.875;2.375;0.25;0.875;370571.78;4726.31625;31989.461250000004;407287.55875;104556708.8875;0.170677;23385519.3225;814421.01;5014828.670000001;252676.42999999996;304521.5349999999;710041587.1787498;1772753610.6750002;1877310319.5637503
2;1590.125;217.125;1807.25;1483.75;3291;5550.875;596.25;6147.125;568.125;1381.5;0;1.375;10006.25;8556;357;0.21514999999999998;0.9739374999999999;-0.0185657875;32337.364999999998;266630.63375;130342.75375;1.6128375000000001;483.75;194.125;1223.75;31.375;2.125;55;773.375;300.875;2.625;47.875;0.9773000000000001;-0.005593374999999999;607.9262500000001;1422.6237499999997;558.6225000000001;0.35395000000000004;1530.75;369.5;12.5;0.0440875;868.375;34.375;2.625;0.75;1.5;2097210.0875;43616.011249999996;167034.335;2307860.4350000005;106563803.81625;0.051082999999999996;23715754.378750004;805815.7712500001;4867044.59;253451.12500000003;309449.06875;712269905.7712499;1758432765.0287502;1864996568.84625
3;1591.625;215.25;1806.875;1470.5;3277.375;5564.25;597.5;6161.75;569.25;1382;0.125;1.25;10008.375;8556;354.5;0.213275;0.9633499999999999;-0.030057124999999994;26197.075;270718.92500000005;124182.7;2.0362;454.625;192.75;1202.625;35.375;3.5;33.125;751;330.75;1.75;25.75;0.951025;-0.0289336625;604.7774999999999;1418.40875;575.335;0.7543625;1558.75;366.875;12.375;0.042600000000000006;888;19.125;2.125;0.5;0.75;1073445.05875;52207.45375;71476.44125;1197128.9537499999;107485919.50249997;0.053609625;23995917.134999998;793601.9312500001;2964179.11375;258583.34000000003;318457.59249999997;713319106;1742244259.78375;1849730179.2887502
4;1587.625;214.75;1802.375;1462.375;3264.75;5574.5;597.5;6172;569.5;1381.75;0.125;1.375;10006.25;8556;352.125;0.21208749999999998;0.9521625;-0.0368461375;23756.261250000003;271881.03875;121701.00875;2.57215;445.75;191.75;1201.875;33.625;4.75;27.25;744.5;416.375;1.875;19.625;0.9524625;-0.039730875;603.0425;1405.52625;562.9525;0.8183499999999999;1564;367.375;15.25;0.0413;902.375;13.75;1.875;0.5;1.5;676861.56125;17036.115;130440.22374999998;824337.8987499999;107940572.32625;0.05213375;24209818.306250002;789755.1475;2454196.625;261103.7175;322718.16374999995;713388099.19625;1723514619.9137502;1831455192.23875
5;1587.5;213.75;1801.25;1459.375;3260.625;5579.125;596.75;6175.875;570.125;1380.625;0.125;1.375;10006.625;8556;350.625;0.2115375;0.921925;-0.05418075;23140.8475;272536.40625;126890.73374999998;2.80135;439;189.875;1209;35.5;5.125;22;740.625;475.5;1.25;14.75;0.9568249999999999;-0.04655625;602.09875;1401.0425;535.8062500000001;0.7774125;1566.375;364.375;13.75;0.0403125;912.25;9.875;1.25;0.75;0.5;605455.39625;46595.89125;64878.52375;716929.81125;108359191.6425;0.051644499999999996;24366061.42375;789253.315;2088763.6312499999;262136.30625;325387.68;713217239.2650001;1686276675.54375;1794635867.185
6;1587.75;212.75;1800.5;1457.75;3258.25;5582;597.875;6179.875;570;1380.625;0.25;1.375;10008.125;8556;348.375;0.2110875;0.9189375000000001;-0.06898737499999999;21666.052499999998;272423.54375;128350.32375;2.850575;433.375;188.875;1221.625;36.375;6.125;19.75;746.25;530.125;1;12.625;0.927875;-0.0542707875;601.6724999999999;1396.3925;582.31375;1.4758750000000003;1571.875;361.875;13.5;0.039387500000000006;920.375;8.375;1.625;0.625;0.5;449684.00125;44491.88375;73189.025;567364.90875;108592698.72125;0.05158374999999999;24475592.8525;788233.1162500001;1951619.86125;263333.2575;327455.58625;712892037.2125001;1664351148.5825;1772943847.3025
7;1587.125;211.25;1798.375;1459.5;3257.875;5582;599.625;6181.625;569.25;1380.125;0.25;1.375;10008.75;8556;345.625;0.21096250000000003;0.903375;-0.08525325;21887.02625;272102.865;129603.39124999999;2.791325;429.25;188.25;1236.625;36.5;7.125;18.875;749.375;565.5;0.875;12.875;0.9124625;-0.06760923749999999;601.1137499999999;1383.8687499999999;579.61;1.7316125;1575.125;361.875;16.25;0.0386;928;7;1.75;1;0.625;388535.09874999995;59932.58375;73567.10500000001;522034.78750000003;108797739.15374999;0.051443499999999996;24558378.142500002;789184.74875;1942030.0162499996;264031.96625;328966.29;712882203.5612501;1638927480.74625;1747725219.9025004
8;1584.625;210.875;1795.5;1462.375;3257.875;5580.125;599.625;6179.75;569.75;1380.25;0.375;1.375;10007.375;8556;344.125;0.21113750000000003;0.8852;-0.09749725000000001;20386.326250000006;272067.73624999996;131715.87625;3.7299875000000005;422.625;187.125;1248.75;33.625;7.625;13.25;749;592.375;0.75;7;0.912525;-0.082377625;600.7549999999999;1380.87;580.4275;1.6883000000000001;1576.5;359.75;15.625;0.0379375;932.875;5.25;1.625;0.125;0.375;362224.3525;1450.875;21838.7575;385513.9849999999;108878225.48;0.051423250000000004;24605494.06375;791037.90875;1347901.8749999998;265272.63625;330254.94999999995;712533677.9537501;1609179335.0749998;1718057560.5549998
9;1582.875;210.25;1793.125;1465.375;3258.5;5578.75;599.75;6178.5;569.5;1379.5;0.5;1.25;10006.5;8556;342.625;0.21130000000000002;0.8699874999999999;-0.113812;19931.3625;270953.31499999994;125358.315;3.116;419.5;186.875;1272.125;38.25;8.75;15.25;755.875;614.875;1;9.75;0.8760749999999999;-0.09964574999999999;600.3925;1373.8175;595.80875;1.9097874999999997;1577.5;359;16.375;0.037325000000000004;938.25;5.75;1.75;0.25;0.5;346203.86625;11571.026249999999;48310.675;406085.56499999994;108934597.20875001;0.051321624999999996;24629806.19625;793217.7324999999;1513156.6975;265567.73250000004;330890.9225;712299382.575;1580069277.3374996;1689003874.5450003
10;1581.625;208.875;1790.5;1470.5;3261;5574.625;600.5;6175.125;570.25;1379.625;0.5;1.125;10006.375;8556;340.125;0.21161249999999995;0.8625125000000001;-0.12743625000000003;19151.309999999998;269673.16875;124148.84875;2.6624125000000003;413.375;186.125;1289.875;35.75;9.5;12.25;760.25;635.25;1;7.375;0.8796124999999999;-0.11060087499999999;599.9812499999999;1371.00375;550.19;1.4156;1578.375;354.875;14.75;0.0368375;942.375;4.25;2.125;0.25;0.5;289728.045;10501.485;39832.385;340061.91625;108900974.99375;0.05134899999999999;24653082.3675;796898.1074999999;1154418.44375;266732.32999999996;331486.64875;711817110.9025;1558267507.6125;1667168482.60875
11;1581.125;207.125;1788.25;1476.75;3265;5570;602.25;6172.25;570.5;1379.875;0.75;1.125;10007.75;8556;336.5;0.2119375;0.8330624999999999;-0.144815;21910.6925;268381.61875;138937.39125;3.600725;412.625;185.375;1311.375;35.25;10.5;14.5;766.375;649.625;1;8.125;0.8567875000000001;-0.12917875;600.1949999999999;1367.90125;597.94375;3.18145;1576;350.875;14.375;0.036325;946.75;4.625;2.625;0.125;0.375;397870.89875;1039.99125;22927.49875;421838.38999999996;109017890.5575;0.051321125;24651878.891250003;800673.2975;1548533.62375;267857.5125;332003.08625;712316239.695;1519671168.2412498;1628689058.79875
12;1575;205.375;1780.375;1486.875;3267.25;5564.125;604.75;6168.875;570.75;1380.875;0.875;1.125;10006.875;8556;329.5;0.21230000000000002;0.8424499999999999;-0.15339125;17942.83125;266874.23125;110685.75375000002;2.4999625;410.875;184.75;1333.625;39.625;12.625;14.75;827.75;666.125;1.25;8.5;0.87425;-0.135836;600.875;1157.8674999999998;504.89124999999996;0.8999999999999999;1678.125;451.875;122.375;0.0361;950.625;5.25;3.125;0.125;0.375;402540.87374999997;1663.16;22649.5075;426853.5424999999;109012243.985;0.051442875;24668459.698750004;803893.2587499999;1230358.685;269035.6775;332746.995;711406384.8462499;1508135891.2;1617148135.1850002
13;1568.125;204.875;1773;1498.125;3271.125;5560.5;605.25;6165.75;571.375;1381.5;0.875;1.25;10008.25;8556;320.75;0.21257500000000001;0.847925;-0.1504675;17261.06;265748.95;115273.41999999998;2.3484999999999996;407.625;184.75;1352;35.375;14.625;12.25;829;676.625;0.875;6.625;0.8818875;-0.130595875;603.7025;1157.2375;504.87000000000006;1.0243375;1671.5;441.125;120.375;0.0359125;951.75;2.625;1.5;0;0.375;168589.93875;0;14057.5525;182647.49;108818294.77625;0.051449625;24652019.52875;805626.05375;1235843.1075;270371.53124999994;333366.765;710281978.4575;1507298862.42625;1616117157.2037501
14;1562.375;203.875;1766.25;1507.875;3274.125;5556.625;606;6162.625;570.875;1380.75;0.75;1.25;10007.625;8556;314.625;0.2130125;0.8164625;-0.14856375;18030.15;264160.47125;125652.86000000002;3.4006625;405.25;184.375;1377.75;40.75;16.375;13.25;827.875;684.25;0.75;8;0.8891;-0.11317425;604.21625;1150.68625;507.27000000000004;0.9043249999999999;1670.5;438.5;123.875;0.035862500000000005;953.875;3.625;1.875;0;0.25;249126.20625000002;0;11845.4625;260971.66874999998;108713002.89250001;0.051160000000000004;24602735.418750003;807540.7262500001;1425099.98875;270549.4550000001;332765.71875;709223145.11375;1478371272.8875;1587084275.77875
15;1558.5;202.625;1761.125;1514.75;3275.875;5554.375;607.25;6161.625;570.75;1380.625;0.875;1.25;10008.25;8556;308.875;0.2131375;0.793925;-0.15497375000000002;18326.091249999998;262723.395;127859.27375000002;4.415812500000001;405.375;183;1397;34.625;18;15.625;835.5;696;0.875;9.75;0.8967125000000001;-0.08382624999999999;604.99;1141.8;502.30999999999995;1.00775;1665.875;434.75;125.875;0.0360125;957;4.25;2.875;0.125;0.5;418956.85375;3055.5775;34161.1425;456173.57375000004;108838779.84875;0.051267125;24565993.776249997;808199.03;1548890.68125;270851.67875;332991.29250000004;708928418.96375;1442341405.34875;1551180185.1962502
16;1552.25;200.5;1752.75;1525.875;3278.625;5548.625;608.375;6157;571.375;1380.25;0.75;1.125;10007;8556;301.75;0.21361249999999998;0.805275;-0.16364;17414.75875;261273.41124999998;114478.72375000002;2.9046749999999997;401.125;182.875;1416.875;38.375;20;15.125;852.875;711.25;1.5;8.375;0.9041125000000001;-0.06560225;605.93625;1132.72125;503.6775;0.863225;1666.75;432.5;130.75;0.036187500000000004;960.375;4;3.25;0.125;0.5;328506.05125;6937.075;24903.338750000003;360346.46499999997;108842232.01750001;0.0515265;24497619.851250004;807848.8975000001;1344861.6425;270283.855;333848.01125;708729719.95;1434058379.905;1542900611.9250002
17;1548.75;199.125;1747.875;1534.125;3282;5544.125;610.125;6154.25;570.875;1380.125;0.625;1.125;10007.125;8556;296.75;0.21397500000000003;0.7940875000000001;-0.1560025;16764.8725;259869.8975;108509.44625000001;2.8139624999999997;396;182.125;1436.875;37.375;21;12.125;848.625;720.625;0.625;7.875;0.9096500000000001;-0.0516025875;606.63625;1148.715;518.2737500000001;0.940475;1655.375;416.25;119.5;0.036475;963.375;4;2.25;0;0.25;202055.70875;0;19359.362500000003;221415.07125;108729936.93875;0.051412875;24458770.689999998;810065.02;1076394.415;271393.32125000004;334292.32375;708381832.78875;1419832865.7725;1528562802.7099998
18;1542;198.125;1740.125;1546;3286.125;5537.75;610;6147.75;572.25;1380.375;0.625;1.125;10006.125;8556;290;0.2146;0.7744500000000001;-0.149276625;18166.663750000003;258125.05875;114351.27500000001;3.5805875;396.5;181.875;1459.875;38.25;22.125;14.125;857.75;726.75;2;8.375;0.9092375;-0.039510224999999996;607.01875;1132.26;519.2724999999999;1.2763125000000002;1652.875;417.125;127.125;0.03674999999999999;965.375;3.25;1.875;0;0.625;366221.09375;0;37874.90875;404096.0025;108799576.7975;0.051267625000000004;24413237.01625;811701.46625;1222966.305;271366.02624999994;334279.01125;707760737.3675001;1394210703.06625;1503010279.8624997
19;1538;197.125;1735.125;1553.75;3288.875;5534.875;610.375;6145.25;572.5;1380;0.75;1.125;10006.625;8556;284.5;0.2148375;0.764975;-0.148821125;17404.006250000002;256445.52874999997;113741.86375;4.0653375;395.125;181.375;1478.75;36.125;23.625;14.75;861.125;736.5;0.75;7.875;0.9173999999999999;-0.02085811625;607.3112500000001;1141.345;522.88875;1.0342875;1641.125;403.625;119.125;0.037137500000000004;967.125;2.875;1.75;0.125;0.5;238705.55875000003;1058.52625;28540.753750000003;268304.83875;108684362.53750001;0.051518625000000005;24386438.773750003;816515.6975;1451544.7249999996;270225.88875;334949.3325;707539464.8562499;1372568287.6374998;1481252650.17375
20;1536.625;196;1732.625;1560.25;3292.875;5529.125;611.125;6140.25;574.125;1381.25;0.875;1;10007.25;8556;281.375;0.21523749999999997;0.7568375;-0.15096825;16827.123750000002;255151.27625;109322.99;4.0747375;391.625;181;1494.375;33.25;24.625;14.5;871.5;746.75;2.25;8.75;0.9272624999999999;0.0008395462499999994;608.11875;1134.04125;519.4925;0.9358375;1642.25;402.375;121;0.037637500000000004;969;3.375;2.25;0;1;213032.5075;0;43653.95375;256686.46000000002;108550136.30374998;0.051338;24340836.761250004;818158.97625;1335165.98125;270718.27499999997;335003.98750000005;707296280.44;1353944760.7825;1462494897.0875
21;1535.125;194;1729.125;1568;3297.125;5522.625;611.75;6134.375;575.125;1380.875;0.875;0.875;10006.625;8556;278.5;0.2158375;0.7610625;-0.14060925000000002;16340.2225;253939.29499999998;114690.17499999999;3.2742625;385.25;178.875;1510.125;33.125;25.75;11.75;877;755.25;1.75;7.25;0.9280375;0.027244124999999998;608.09375;1127.39375;518.5074999999999;0.97055;1645.25;400.25;121.75;0.038075000000000005;970.25;3;2.25;0;0.5;212428.9575;0;26237.620000000003;238666.57625;108350810.80125001;0.05133875;24327568.901249997;818334.7925;1107866.5437500002;268987.05;334514.5675;707416710.0937499;1348130285.04875;1456481095.8487499
22;1531.125;192.75;1723.875;1577.75;3301.625;5516;613.125;6129.125;576;1381.875;0.875;0.875;10006.75;8556;273.125;0.21635;0.7567125000000001;-0.130596625;16278.65125;252264.7;107192.5025;2.8561625;384.125;178.625;1530.25;35.125;27.75;9.75;877.125;761.875;1.375;6.125;0.9274625000000001;0.04401537500000001;608.7625;1124.1999999999998;521.56375;1.3087375;1640.5;394.125;121;0.038474999999999995;972.625;3;2.125;0;0.5;234768.05875000003;0;29186.05625;263954.11375;108315755.17375;0.051328374999999996;24291688.97875;819366.5212499999;789344.39625;269300;334542.23875;706985672.4575001;1341101785.5275002;1449417540.7
23;1531;191;1722;1583.5;3305.5;5511.25;614.25;6125.5;576.25;1381.5;0.875;0.75;10007.25;8556;270.75;0.21673749999999997;0.7349;-0.12156700000000001;15235.93375;250377.20750000002;95946.10750000003;4.7764;380.125;177;1553.875;35.875;29.375;9.75;882;769.875;0.75;6;0.9332124999999999;0.06875750000000001;609.83375;1130.83875;527.3512499999999;1.069375;1635.75;386.875;116.125;0.038962500000000004;974;2.75;2.25;0;0.25;222407.37125;0;10074.345000000001;232481.71625;108214496.83249998;0.051379499999999995;24252861.45625;823250.9775;720296.6075;268854.46125;334696.73125;706572319.3900001;1318029745.8662498;1426244242.70125
24;1527.75;189.75;1717.5;1592;3309.5;5503.875;614.625;6118.5;577.625;1382;0.875;0.875;10005.625;8556;267.875;0.217375;0.7268874999999999;-0.12532274999999998;15585.9575;248257.1675;98659.92125000001;3.17865;379.375;177.25;1578;36.875;31.125;10.125;894.25;780.625;1.25;7.375;0.933225;0.0713255875;610.8425;1111.43875;535.88625;1.3721125;1642.875;395.375;127.5;0.03945;976.25;3.25;2.25;0;0.125;200957.47125;0;2510.4925;203467.96375;108129953.35;0.0513465;24224952.15875;823076.77625;798512.9525;268942.10875;334790.6425;706105803.24625;1298600544.755;1406730498.10375
25;1530.625;188.625;1719.25;1598;3317.25;5495.75;614;6109.75;579.5;1382.125;0.75;0.75;10006.5;8556;268.75;0.21818750000000003;0.7023375000000001;-0.141655875;17807.475;246005.24999999997;94166.92999999998;3.481475;375.125;176.25;1600.625;35.875;31.875;10.75;858.625;790.25;2.5;5.375;0.9217500000000001;0.06784412499999999;609.90125;1265.1349999999998;519.54875;1.7550999999999999;1560.75;309.625;40.875;0.039925;977.875;2.125;1.5;0;1.125;180622.59125;0;52749.6;233372.19;108040585.9375;0.051308125;24159361.371250004;826616.9612499999;807741.1174999998;269183.24;334729.41875;705716528.5850002;1266310933.59875;1374351519.5375001
26;1534.625;187.875;1722.5;1603;3325.5;5487.375;613.875;6101.25;581.375;1383.125;0.75;0.75;10008.125;8556;270.375;0.2189625;0.7032250000000001;-0.1489345;15695.04125;244389.94999999998;94873.55374999999;2.5539375;373.5;176.5;1618.5;30.875;31.375;9.5;875.875;803.25;2;5.25;0.9239374999999999;0.050916512500000004;610.11125;1243.0937499999998;529.84375;1.4112125;1573.625;319.375;49;0.0404125;981.125;2.875;2.375;0;1.25;186207.09125;0;57328.875;243535.96625000003;107970658.46875;0.05134849999999999;24139229.072499998;829663.2512500001;654245.3699999999;269787.46;334624.2275;705531101.0625;1250116178.71375;1358086837.185
27;1534.875;186.125;1721;1609.75;3330.75;5479;613.625;6092.625;583;1382.75;0.75;0.75;10006.375;8556;270.625;0.21974999999999997;0.7061999999999999;-0.1405625;15856.89125;242414.99625000003;107985.3675;3.5384875;372.5;175.125;1644.25;38.375;32.375;11.375;888;810.75;2.625;5.25;0.9147499999999998;0.034940637499999996;610.3425;1215.41;511.0875;1.4706875000000001;1579.875;328;57.375;0.0408375;983.75;3;2.5;0;1.5;318839.98750000005;0;49778.3425;368618.32999999996;107995626.25750001;0.051362;24129878.145;830675.9175000001;836565.14875;269794.00375000003;334655.23125;705683735.455;1243940847.9837499;1351936474.24
28;1536.375;184.875;1721.25;1614.5;3335.75;5473.25;613.125;6086.375;583.75;1381.75;0.75;0.75;10005.875;8556;271.375;0.2204;0.6838375;-0.133028875;15892.325;240922.75125;93753.91749999998;4.558925;370.25;174.25;1662.625;32.125;33.375;11;895.25;814.25;1.625;6.375;0.9218875000000001;0.0265125125;609.70875;1200.71;525.7824999999999;1.4353625;1588.75;335;63.625;0.041325;986.375;3.625;2.25;0;1;237432.59375;0;52158.22875;289590.8225;107902087.35625;0.051528125;24110766.73875;834684.2112500002;763002.47125;269007.36625;335065.39375;705069379.31625;1220766599.3912501;1328668686.7475
29;1537.5;183;1720.5;1621.875;3342.375;5465;613.125;6078.125;585.375;1381.5;0.75;0.75;10005.875;8556;270.625;0.2211875;0.6664875;-0.14029375;16365.55875;239136.47250000003;97724.48749999999;4.197699999999999;368.5;173.5;1685.5;36.375;35;12.625;907.125;824.375;3;7.25;0.9202;0.017441799999999997;610.2225;1169.75125;534.59875;1.526475;1601.875;349.125;78.5;0.041812499999999996;990.375;3.625;2.75;0;1.5;248951.19875;0;73821.70624999999;322772.90375;107907567.11125;0.051428125;24096655.6975;837938.9700000001;898533.0525;269246.12125;335415.305;704757509.4675;1192826536.2275;1300734103.3425
30;1540.25;182.125;1722.375;1626;3348.375;5459.25;614;6073.25;586.125;1382.25;0.75;0.75;10007.75;8556;270.625;0.22167499999999998;0.6778;-0.145285;15473.331250000001;237571.1325;98598.44499999999;4.0935125;365.25;171.625;1702.125;32.125;34.875;10.75;919.625;835.875;1.5;6.5;0.9067750000000001;0.009771799999999997;610.3287499999999;1163.07375;530.65875;1.7481250000000002;1609;350.875;80.25;0.042225;993.375;3.75;3;0;0.75;303950.60125;0;26335.015;330285.61875;107922987.49624999;0.051472500000000004;24047279.33125;843653.9225;784302.6900000002;270097.19250000006;335717.6775;704531666.9525;1188217109.95;1296140097.4450002
31;1543;180.875;1723.875;1630.875;3354.75;5452.75;614.125;6066.875;587;1382;0.875;0.75;10008.625;8556;271.25;0.22231249999999997;0.6623875000000001;-0.13932150000000001;16504.6775;235733.72499999998;99068.10500000001;4.306925;365.5;170.75;1722.875;34.25;35.75;14.25;925.5;841.375;2.125;7.375;0.9097124999999999;0.0003519549999999997;610.0487499999999;1139.43625;524.1212499999999;1.6758000000000002;1619.125;361.625;90.375;0.042675000000000005;995.75;3.875;2.25;0;1.125;231952.04;0;47508.721249999995;279460.75999999995;107843789.51874998;0.051482375000000004;24064132.987500004;846811.64;1174437.4050000003;268856.255;336111.08125;704259202.27;1172068696.09625;1279912485.61125
32;1541.625;180.75;1722.375;1638.125;3360.5;5446;612.125;6058.125;588.5;1381.375;1;0.75;10007.125;8556;271.25;0.223175;0.6479625;-0.13377;15824.516249999997;234165.31749999995;101912.2825;3.1907499999999995;362.25;169.625;1744.375;40.5;35.75;13;936;849.5;2.625;5;0.9130499999999999;-0.0086770875;609.80375;1116.7462500000001;510.18375000000003;1.3153124999999999;1629;371.25;100;0.043199999999999995;998.5;2.625;1.5;0;1.625;167775.365;0;68701.415;236476.77875;107734567.58;0.05141475;24046077.46375;849273.2137500001;1090219.96625;269130.77499999997;336229.08125;704032679.52125;1150499319.51;1258233887.0887501
33;1542.25;179.125;1721.375;1643.125;3364.5;5440;611.25;6051.25;590.75;1381.125;1;0.75;10006.5;8556;270.875;0.22371249999999998;0.6462875;-0.142654;17111.127500000002;232754.0075;95336.82375000001;4.0384375;362.5;168;1760.5;33.125;36.875;16.25;946.25;857;2.125;7.625;0.905875;-0.0157440125;610.48;1113.73875;525.645;1.72265;1628.375;373.25;102.375;0.04366250000000001;1001.25;2.875;1.625;0.125;1.375;171970.65500000003;3630.87625;57061.846249999995;232663.3775;107613793.8525;0.051357875;24024749.127499998;852543.1899999998;1469079.5150000001;269176.04375;336224.90625;704166173.08375;1137832327.93;1245446121.7812498
34;1544;178.25;1722.25;1648.625;3370.875;5434.125;609.625;6043.75;592.75;1380.625;1;0.75;10007.375;8556;270.875;0.22436250000000002;0.635;-0.152024;16889.59;231414.52875;113192.98625;3.91195;359.875;167.625;1774.125;33.75;36.75;13.875;954.125;861.75;2.625;4.625;0.90845;-0.01970695;610.25875;1094.95875;522.6025;1.4814375;1640.875;382.5;111.625;0.0441625;1002.375;1.5;1.25;0.125;1.375;172189.73875000002;4588.6075;51920.98874999999;228699.33375;107426431.22874999;0.0513585;24014977.495;857170.26;1412072.27375;269002.70999999996;335954.11125;703804935.9962502;1120855763.0875;1228282194.3175
35;1545.625;177.25;1722.875;1651.5;3374.375;5430.375;609.625;6040;593.5;1380.375;1.25;0.75;10007.875;8556;271;0.22468749999999998;0.6371125000000001;-0.148634875;17569.070000000003;229948.56500000003;98212.06375;5.589275;362;165.625;1791;35.125;37;17.75;964.25;870.375;2;8.75;0.9105375;-0.0227429;610.7137500000001;1083.9262500000002;517.6550000000001;1.5047375;1643.625;387.25;116.25;0.0446125;1005.25;4.25;1.625;0.25;1;226144.46624999997;8735.64125;28697.0925;263577.20125000004;107261149.14;0.05136075;24001368.58375;859638.4949999999;1652393.34125;268923.2375;335508.08;703672193.66;1113879734.8725;1221140884.0112498
36;1545.375;176.375;1721.75;1656;3377.75;5426;609.375;6035.375;593.875;1379.625;1.375;0.625;10007;8556;270.75;0.2251875;0.621675;-0.14659950000000002;17738.51125;228831.85875;101779.44;4.85025;360.875;164.25;1802.375;33.625;37.5;18.375;972.5;874;1.25;8.375;0.913175;-0.0218894125;610.6375;1071.1999999999998;526.3212500000001;1.4471249999999998;1651.5;395.75;125;0.045125000000000005;1009.25;4.75;1.625;0.375;0.75;195432.6025;7559.43;24255.07375;227247.10249999998;107147712.52000001;0.051410125;23966261.03125;861530.4637499999;1731404.87;269112.53125;335619.92000000004;703509328.7387501;1096625798.0224998;1203773510.5425
37;1545.5;175.625;1721.125;1661.125;3382.25;5419.875;608.375;6028.25;595.625;1379.625;1.25;0.625;10006.125;8556;271;0.22583749999999997;0.632075;-0.12655187499999998;18832.9925;227658.64750000002;99716.79375;4.2833625;361.625;165.375;1812.75;33.375;38.375;20.375;973.875;883.625;3.25;8;0.912475;-0.018142975;611.5575;1071.2725000000003;528.2637500000001;1.5288249999999999;1647.375;393.75;122.75;0.045575;1013.375;4.125;1.875;0;2.125;179016.915;0;94107.24875;273124.16374999995;107105110.49375;0.051362;23960282.42125;864423.18875;1797226.99375;269378.0675;335441.15875;703703151.54625;1096809922.60625;1203915033.1
38;1545.875;174.625;1720.5;1666.75;3387.25;5415.25;605.625;6020.875;598.125;1378.375;1.375;0.625;10006.25;8556;270.25;0.226375;0.6321375;-0.11591262499999999;20554.5425;226388.48374999996;87245.22875;4.1037125;361;165;1825.5;36.25;39.125;21.75;963.875;884.25;3.875;9.25;0.9118250000000001;-0.014137174999999998;610.95;1079.605;517.92375;1.8629624999999999;1637.125;383.125;112.875;0.0459875;1017.125;4;1.5;0.375;2.25;193565.42;23354.2025;65648.54375;282568.165;107001222.375;0.051422999999999996;23975090.17;868498.4299999999;1758272.7387499998;266149.77375;335496.1375;703411565.18875;1096882782.34875;1203884004.7250001
39;1545.875;174.625;1720.5;1671.125;3391.625;5410.375;605.25;6015.625;599.375;1379.25;1.375;0.5;10006.625;8556;269.875;0.22685;0.6175125000000001;-0.10936712500000001;18795.5575;226154.17250000002;104095.005;5.3368625;357.75;163;1830;30.125;39.5;19.125;956;886.625;2.5;8.125;0.9083375;-0.0093112975;610.76;1076.665;519.4549999999999;1.7033749999999999;1639.75;383.75;113.875;0.046337500000000004;1022.125;4.875;1.75;0.125;1.125;239633.42375;3284.97625;45844.7;288763.09875;106884696.71249998;0.051435625;23951139.51875;871282.99875;1800792.6537499998;266243.0025;335416.01625;703219594.3375;1083834970.89625;1190719667.6075
